Unnamed: 0,OBJECTID_x,NGBRHD2,medhhinc,unemp,famfpl185,chldfpl185,chld_3_4_preschl,ed_lt_hs,ed_hsgrad,ed_partcoll,ed_collgrad,ed_hs,OBJECTID_y,life,cancer_mort,heart_mort,alzeihmers_mort,stroke_mort,respiratory_mort,injury_mort,diabetes_mort,hyper_mort,flu_pneum_mort,birth,birth_lw,birth_pt,preg_overobese,preg_prenatal,birth_teen,smoker,obese_adult,overobese_teen,overobese_child,Health_outcome
101,105.84209239523048,Unincorporated - East,89355.28206685573,9.008177640626059,14.148100343487531,27.269987011396637,64.88887752492646,10.919136684721682,28.044747046595006,40.93899898108828,19.02978548956568,27.808492444330934,108.16867401167745,83.8979739746977,139.43850612700592,122.88657653333382,39.0684435998172,29.74593038539192,29.02837614854145,27.20548268824066,32.017909792068984,19.940232998739063,18.630456424315092,5.931978518193262,11.946445046128957,14.999972997901025,73.54411399805065,61.98935802639721,7.63956921297707,14.355583443852636,21.742643668615266,31.98742686880737,12.320696579444103,Healthy
51,54.735212886436365,Evergreen North,99101.79928047906,9.956279874107937,16.894120467466262,27.901847483884666,38.95430653978956,19.92202129225477,18.821066557777307,31.129281011910436,31.698588732887213,39.26375739475193,55.381340816134525,84.02199970896763,138.0017053371128,107.97771272264659,38.51450806210958,45.1644715787772,28.88665072949357,27.033985756471168,37.916375891578035,19.80142300741375,18.610952089583424,11.985320941569483,8.98572957653854,11.01066051308346,37.32765556454303,69.90223079620262,16.056096160329584,9.982497236071822,18.899580714077164,32.053061033974494,12.567874836217738,Healthy
92,96.86753836152289,East Murphy,92100.5851535163,12.023681446995361,15.146575769436629,27.168528161414105,65.08726872319012,12.258173427851322,17.0101714196293,22.078789989054187,50.129931193855846,28.72832804698741,96.30384831929297,81.00958146819863,156.54859109031042,160.60566139437276,38.788414997132605,29.828238471612085,29.106274837315873,27.2823986187214,31.848367945978136,19.913865283193807,18.59100084902591,20.75130610541915,6.975213821576996,9.976915049503642,37.968106235126896,73.98917119211062,33.550358438781025,14.514838063741497,18.282579928180002,23.88322106922602,12.483666241176039,Healthy
14,18.820246350039557,Milpitas - Southeastern,102282.08478483716,9.98796688220552,14.871899223118083,22.046755589260545,65.18281004713907,17.416556574220913,18.090783822524084,25.99947595321094,38.97361578810831,35.14329786022269,19.0014384782413,82.98940349610848,145.21342495036555,127.39574509768887,38.92638199387646,29.758104275750725,29.14745778285942,36.73719584653518,31.95481063510845,19.962971945405013,18.59880771463767,13.261449199938252,7.042724893196969,10.012586486318797,33.10079826367122,70.01989084069501,17.985338119366,9.009767739597642,17.937976347339298,19.553366060457016,12.48832450194008,Healthy
71,75.81463828865837,Spartan Keys / Monterey Corridor,42945.209291870684,13.951179448108197,41.85202368192838,49.60034674417512,64.99721539993325,31.302805811961665,27.13043501777904,26.744712873572666,14.434720431365827,57.84231355308085,75.93804026071628,82.1052892626613,147.32550015928476,133.85134897194663,39.01060599344468,26.829578290728513,43.87325676245574,28.24687874425011,36.35905081217915,19.90815591558435,18.631663046008082,15.089718692280062,6.968558556642554,10.009344838463251,44.98557891404619,71.04869569339964,34.74633662115762,12.917830077036552,22.87395119735836,19.651434925412367,17.967333787123874,Healthy
60,64.41797878999913,San Jose - Downtown,77615.10492143003,11.026585834516412,24.098084506514358,33.59280076911036,65.14423307918979,13.390836147478433,15.095956615428682,21.878027451254884,49.18452519243534,27.65456552115718,65.7690603949929,81.99639658551179,127.98116760960235,131.17178047301127,38.64426046512889,30.60455707488709,29.00524355656139,33.852577621331044,31.75100946347354,20.00483666918741,18.648025643556327,12.946003069150844,7.0293547418495,8.968180763581929,42.238995116523306,69.04959560834878,27.49092280477931,15.063999265765599,15.799590029510316,19.493438970704684,8.757512686188226,Healthy
21,24.395796049899833,Miramonte/Springer Road,136650.4331451215,4.044925174380758,13.697147635492248,27.26397179790309,65.2510027669705,10.783663872982986,9.891494899052134,14.993328923627391,69.95313286286488,10.002958646882513,24.565978049467976,84.0717940350743,104.69062229744364,127.51550562294722,39.12046914177782,29.911392476858715,29.287843710453437,27.292504140335836,31.792689458027986,19.880150408728717,18.569171681807678,13.27740970042689,5.99755589728499,6.970849622820167,22.8790218557835,79.95096452763606,2.9133559348735556,9.0048775228327,15.430204543854531,5.327631709882908,6.936569336163113,Healthy
102,107.99249293275555,Unincorporated - East,89323.13336186214,9.00910484486098,14.286382422914672,27.507200186891012,64.80979940416861,10.9097496546798,28.027507896153264,41.12897908117802,18.843152216891156,27.806479229872743,106.52784864681253,84.05134746035155,141.20621571314797,123.28561547582618,38.895906508857585,29.668605063547265,28.858087814270995,27.172370609580383,31.900669620538828,19.870125035445334,18.610578220482914,5.826159338006983,12.016956792210307,14.977985200287206,73.77744845167673,61.78432753465173,8.20873119747742,14.52100653093704,21.60058305700292,32.02323680377427,12.491587664558201,Healthy
82,87.09047114862223,North 101,116857.68542400934,7.0392868901341075,11.873249745632135,21.707267789321747,71.05349799337156,5.760042130028404,9.878311890156006,18.935230170233304,65.44037029036633,16.30537282427988,86.30360616870496,82.94968207467066,131.58701855234662,122.38677130380319,78.39723364404628,29.82688439287782,29.011972567309613,27.162130089207132,31.879967134482396,19.867274316859795,18.67105889175992,21.532453002483813,7.954624347465124,9.041972975625772,28.287022094451945,77.03250279179831,11.146671682826069,9.990272439302503,15.247282120011109,24.038797475646593,6.983528597678959,Healthy
88,91.65827442242168,Santa Clara - Southwest,121100.53409518214,8.993382083326342,10.236759341168721,27.982177824802093,65.02267699266953,4.00682163317295,11.645935722429943,21.003819385230443,63.33691347374092,15.66112395192421,91.36202806296139,84.06178033220748,128.23226394884983,102.76400685461488,42.384843018844414,29.790929544711418,29.049199515145556,27.279421534075908,31.78054384154809,19.891714540416732,18.635337622015484,14.31369663980028,7.038040011767335,8.976719844724581,32.070021092907254,72.01558531103342,5.128133958328255,8.983323033896802,15.331772599887262,14.19030378468868,6.946099479942397,Healthy
